symbol,fiscal_period_end,total_revenue,error,prior_revenue,revenue_growth_yoy,availability_date,trade_date,trade_close,reporting_lag_days,fwd_3m_return,fwd_3m_return_end_date,fwd_6m_return,fwd_6m_return_end_date,fwd_12m_return,fwd_12m_return_end_date
JPM,2024-12-31,169439000000.0,,154952000000.0,0.09349346894522181,2025-03-31,2025-03-31,239.1473846435547,90,0.19118945395907527,2025-07-01,0.30004837053938727,2025-09-30,0.22884905488585505,2026-04-01
KKR,2024-12-31,21640288000.0,,14322870000.0,0.5108904849377254,2025-03-31,2025-03-31,114.66703033447266,90,0.14745991536588665,2025-07-01,0.12726315346139105,2025-09-30,-0.20481871917465466,2026-04-01
KMB,2024-12-31,16805000000.0,,17146000000.0,-0.019888020529569617,2025-03-31,2025-03-31,136.16412353515625,90,-0.0659039594999895,2025-07-01,-0.10880926329265195,2025-09-30,-0.28343827168518,2026-04-01
KO,2024-12-31,47061000000.0,,45754000000.0,0.028565808453905772,2025-03-31,2025-03-31,69.60231018066406,90,0.007813292989498732,2025-07-01,-0.06026561250056728,2025-09-30,0.09306719322356871,2026-04-01
LIN,2024-12-31,33005000000.0,,32854000000.0,0.004596091800085134,2025-03-31,2025-03-31,459.4429016113281,90,0.027124963259775425,2025-07-01,0.026618819962105578,2025-09-30,0.07484517627835219,2026-04-01
LLY,2024-12-31,45043000000.0,,34124000000.0,0.3199800726761224,2025-03-31,2025-03-31,818.4309692382812,90,-0.05862576312498913,2025-07-01,-0.07224360517982731,2025-09-30,0.16427620107518925,2026-04-01
LMT,2024-12-31,71043000000.0,,67571000000.0,0.05138298974412092,2025-03-31,2025-03-31,434.83038330078125,90,0.05023285923971632,2025-07-01,0.13343278692344374,2025-09-30,0.4204159561251335,2026-04-01
MA,2024-12-31,28167000000.0,,25098000000.0,0.12228065981353087,2025-03-31,2025-03-31,544.0384521484375,90,0.031718424336227846,2025-07-01,0.040799566860521885,2025-09-30,-0.09784584686239761,2026-04-01
MCD,2024-12-31,25920000000.0,,25495000000.0,0.016669935281427684,2025-03-31,2025-03-31,305.3070373535156,90,-0.04223433501251117,2025-07-01,-0.01607508610546604,2025-09-30,0.006495006497705402,2026-04-01
MDLZ,2024-12-31,36441000000.0,,36016000000.0,0.011800310972901018,2025-03-31,2025-03-31,65.66332244873047,90,0.0234565868633958,2025-07-01,-0.06540224894247137,2025-09-30,-0.13086944786590515,2026-04-01
META,2024-12-31,164501000000.0,,134902000000.0,0.21941112807816054,2025-03-31,2025-03-31,574.5674438476562,90,0.24882615393097285,2025-07-01,0.2760100079532912,2025-09-30,0.0081148639224502,2026-04-01
MMM,2024-12-31,24575000000.0,,24610000000.0,-0.001422186103210099,2025-03-31,2025-03-31,144.20262145996094,90,0.05245330308155283,2025-07-01,0.06673387325044278,2025-09-30,0.007263242023168637,2026-04-01
MRK,2024-12-31,64168000000.0,,60115000000.0,0.06742077684438152,2025-03-31,2025-03-31,86.6136245727539,90,-0.07944394514711628,2025-07-01,-0.04625997820239047,2025-09-30,0.39516152261226734,2026-04-01
MRNA,2024-12-31,3199000000.0,,6754000000.0,-0.5263547527391176,2025-03-31,2025-03-31,28.350000381469727,90,0.011992950547193848,2025-07-01,-0.08888890383969117,2025-09-30,0.7647265645893162,2026-04-01
MS,2024-12-31,57621000000.0,,50667000000.0,0.1372490970454141,2025-03-31,2025-03-31,113.0135726928711,90,0.21883869582725612,2025-07-01,0.3829488659051916,2025-09-30,0.462494856684184,2026-04-01
NEE,2024-12-31,24753000000.0,,28114000000.0,-0.11954897915629226,2025-03-31,2025-03-31,68.84261322021484,90,0.03895010483369843,2025-07-01,0.08180729993630953,2025-09-30,0.3487285582421318,2026-04-01
NEM,2024-12-31,18682000000.0,,11812000000.0,0.5816119200812733,2025-03-31,2025-03-31,47.660484313964844,90,0.2242216407833897,2025-07-01,0.7602820894339721,2025-09-30,1.3875124760783453,2026-04-01
NET,2024-12-31,1669626000.0,,1296745000.0,0.28755152323702804,2025-03-31,2025-03-31,112.69000244140625,90,0.6412280853788064,2025-07-01,0.9042505252359703,2025-09-30,0.822965553511241,2026-04-01
NFLX,2024-12-31,39000966000.0,,33723297000.0,0.15649919994477401,2025-03-31,2025-03-31,93.25299835205078,90,0.3871940087329828,2025-07-01,0.2856637363915817,2025-09-30,0.024631966159793794,2026-04-01
NOC,2024-12-31,41033000000.0,,39290000000.0,0.0443624331891066,2025-03-31,2025-03-31,503.9123840332031,90,-0.011853537877839493,2025-07-01,0.20045256232043207,2025-09-30,0.38317696108471555,2026-04-01
NOW,2024-12-31,10984000000.0,,8971000000.0,0.22438970014491133,2025-03-31,2025-03-31,159.22799682617188,90,0.2709951140211857,2025-07-01,0.1559273709685116,2025-09-30,-0.3465973133537119,2026-04-01
NSC,2024-12-31,12123000000.0,,12156000000.0,-0.002714708785784836,2025-03-31,2025-03-31,231.1185302734375,90,0.11457474503822107,2025-07-01,0.2823509248025826,2025-09-30,0.23643773407918256,2026-04-01
NXPI,2024-12-31,12614000000.0,,13276000000.0,-0.049864416993070204,2025-03-31,2025-03-31,186.50479125976562,90,0.1693219004713986,2025-07-01,0.20933563548319367,2025-09-30,0.0486593964154467,2026-04-01
O,2024-12-31,5271142000.0,,4078993000.0,0.2922655174941462,2025-03-31,2025-03-31,54.41384506225586,90,0.01523892261380766,2025-07-01,0.0778333237405957,2025-09-30,0.13234122225592726,2026-04-01
OPEN,2024-12-31,5153000000.0,,6946000000.0,-0.2581341779441405,2025-03-31,2025-03-31,1.0199999809265137,90,-0.4460784233519315,2025-07-01,6.813725430614348,2025-09-30,3.480392408939294,2026-04-01
ORLY,2024-12-31,16708479000.0,,15812250000.0,0.0566794099511454,2025-03-31,2025-03-31,95.50533294677734,90,-0.05240893667756419,2025-07-01,0.12883746103134874,2025-09-30,-0.035655961479700404,2026-04-01
PEP,2024-12-31,91854000000.0,,91471000000.0,0.0041871194148965785,2025-03-31,2025-03-31,144.1652069091797,90,-0.08800772988092409,2025-07-01,-0.04381842908523281,2025-09-30,0.07272758255679412,2026-04-01
PFE,2024-12-31,63627000000.0,,59554000000.0,0.06839171172381375,2025-03-31,2025-03-31,23.241491317749023,90,0.007012339113689592,2025-07-01,0.04238892397233207,2025-09-30,0.20845876177193134,2026-04-01
PGR,2024-12-31,75343000000.0,,62083000000.0,0.21358503938276185,2025-03-31,2025-03-31,265.6647644042969,90,-0.0657785834680309,2025-07-01,-0.12676686842491292,2025-09-30,-0.2725418632757527,2026-04-01
PLD,2024-12-31,8201610000.0,,8023469000.0,0.02220249121670448,2025-03-31,2025-03-31,108.03670501708984,90,-0.037504730559545285,2025-07-01,0.04342178752900572,2025-09-30,0.2341176252086159,2026-04-01
PNC,2024-12-31,20809000000.0,,21509000000.0,-0.032544516249012,2025-03-31,2025-03-31,168.2988739013672,90,0.10669011259212113,2025-07-01,0.16506856301228456,2025-09-30,0.23378661215897,2026-04-01
PYPL,2024-12-31,31797000000.0,,29771000000.0,0.0680528030633838,2025-03-31,2025-03-31,64.90299987792969,90,0.1538696639906636,2025-07-01,0.02773938440567414,2025-09-30,-0.31235842484853005,2026-04-01
REGN,2024-12-31,14202000000.0,,13117200000.0,0.08270057634251216,2025-03-31,2025-03-31,630.7836303710938,90,-0.15535340495119432,2025-07-01,-0.11080248702461282,2025-09-30,0.23219748036698284,2026-04-01
RTX,2024-12-31,80738000000.0,,68920000000.0,0.1714741729541498,2025-03-31,2025-03-31,130.26112365722656,90,0.094104073977195,2025-07-01,0.2752807758135871,2025-09-30,0.4948435554194648,2026-04-01
RUN,2024-12-31,2037719000.0,,2259813000.0,-0.09827981341818992,2025-03-31,2025-03-31,5.860000133514404,90,0.5426620743831774,2025-07-01,1.9505120344012776,2025-09-30,1.414675647804828,2026-04-01
SCHW,2024-12-31,19606000000.0,,18837000000.0,0.04082391038912769,2025-03-31,2025-03-31,77.05207061767578,90,0.16840448150770615,2025-07-01,0.226963189482432,2025-09-30,0.1943841243943063,2026-04-01
SEDG,2024-12-31,901456000.0,,2976528000.0,-0.6971451301650782,2025-03-31,2025-03-31,16.18000030517578,90,0.35105069209169426,2025-07-01,1.2867737516768871,2025-09-30,2.2058095150524935,2026-04-01
SHAK,2024-12-31,1252608000.0,,1087533000.0,0.151788497452491,2025-03-31,2025-03-31,88.16999816894531,90,0.5694681610138883,2025-07-01,0.06169901955745183,2025-09-30,0.028581199101674892,2026-04-01
SHOP,2024-12-31,8880000000.0,,7060000000.0,0.2577903682719547,2025-03-31,2025-03-31,95.4800033569336,90,0.1800376435655353,2025-07-01,0.5564515645731778,2025-09-30,0.24130700121576498,2026-04-01
SHW,2024-12-31,23098500000.0,,23051900000.0,0.00202152534064437,2025-03-31,2025-03-31,346.0979309082031,90,0.01972632420054876,2025-07-01,-0.004066507026712185,2025-09-30,-0.05893684093298468,2026-04-01
SLB,2024-12-31,36289000000.0,,33135000000.0,0.09518635883506876,2025-03-31,2025-03-31,40.56017303466797,90,-0.150799437127643,2025-07-01,-0.1641878764246507,2025-09-30,0.23347597004911114,2026-04-01
SO,2024-12-31,26724000000.0,,25253000000.0,0.05825050489050798,2025-03-31,2025-03-31,89.02820587158203,90,0.012250468223569788,2025-07-01,0.0475795701555517,2025-09-30,0.08886842649886173,2026-04-01
SRE,2024-12-31,13185000000.0,,16720000000.0,-0.21142344497607657,2025-03-31,2025-03-31,69.24793243408203,90,0.07680280814171603,2025-07-01,0.27186564372803734,2025-09-30,0.40668465090759454,2026-04-01
SYK,2024-12-31,22595000000.0,,20498000000.0,0.1023026636745048,2025-03-31,2025-03-31,368.6932678222656,90,0.06806885096613025,2025-07-01,-0.002541356956980212,2025-09-30,-0.10657442745801149,2026-04-01
TMO,2024-12-31,42879000000.0,,42857000000.0,0.0005133350444501694,2025-03-31,2025-03-31,495.7757263183594,90,-0.1521165850721602,2025-07-01,-0.023395349590186965,2025-09-30,-0.0024924934962305967,2026-04-01
TRV,2024-12-31,46428000000.0,,41373000000.0,0.1221811326227249,2025-03-31,2025-03-31,260.3329772949219,90,0.013768917065652309,2025-07-01,0.06444723466404612,2025-09-30,0.11599383911384331,2026-04-01
TSLA,2024-12-31,97690000000.0,,96773000000.0,0.009475783534663496,2025-03-31,2025-03-31,259.1600036621094,90,0.1603256181734789,2025-07-01,0.7160055368749156,2025-09-30,0.4711375381160612,2026-04-01
TXN,2024-12-31,15641000000.0,,17519000000.0,-0.10719789942348312,2025-03-31,2025-03-31,173.3185577392578,90,0.1811097401485482,2025-07-01,0.03860192338759916,2025-09-30,0.12687086134256798,2026-04-01
UBER,2024-12-31,43978000000.0,,37281000000.0,0.17963573938467325,2025-03-31,2025-03-31,72.86000061035156,90,0.26447977603130335,2025-07-01,0.34463354927263157,2025-09-30,-0.015783715567462164,2026-04-01
UNH,2024-12-31,400278000000.0,,371622000000.0,0.07711061239646733,2025-03-31,2025-03-31,509.3861999511719,90,-0.37287793291067284,2025-07-01,-0.33184703389442105,2025-09-30,-0.462136958141797,2026-04-01
UNP,2024-12-31,24250000000.0,,24119000000.0,0.005431402628633064,2025-03-31,2025-03-31,230.7966766357422,90,0.0032053835475489567,2025-07-01,0.012898754823893022,2025-09-30,0.053394696410185905,2026-04-01
UPS,2024-12-31,91070000000.0,,90958000000.0,0.0012313375404031657,2025-03-31,2025-03-31,102.9535140991211,90,-0.03455927355525723,2025-07-01,-0.2134944450344045,2025-09-30,-0.048988230087570916,2026-04-01
UPST,2024-12-31,628834000.0,,508119000.0,0.23757230097673965,2025-03-31,2025-03-31,46.029998779296875,90,0.4803389354052314,2025-07-01,0.10362808134396695,2025-09-30,-0.4490549362830345,2026-04-01
URI,2024-12-31,15345000000.0,,14332000000.0,0.07068099358079816,2025-03-31,2025-03-31,619.9398803710938,90,0.23833438596370327,2025-07-01,0.530085619953343,2025-09-30,0.1775854218159818,2026-04-01
USB,2024-12-31,27335000000.0,,28013000000.0,-0.024203048584585773,2025-03-31,2025-03-31,40.501651763916016,90,0.11330149525325028,2025-07-01,0.1697806355968321,2025-09-30,0.30241601768440374,2026-04-01
VRTX,2024-12-31,11020100000.0,,9869200000.0,0.11661532849673728,2025-03-31,2025-03-31,484.82000732421875,90,-0.06736521424180486,2025-07-01,-0.1921950234480897,2025-09-30,-0.07747204527695128,2026-04-01
WFC,2024-12-31,82296000000.0,,82597000000.0,-0.0036442001525479606,2025-03-31,2025-03-31,69.86528778076172,90,0.14134387520976244,2025-07-01,0.18087427379634557,2025-09-30,0.146663626496784,2026-04-01
WING,2024-12-31,625807000.0,,460055000.0,0.360287356946452,2025-03-31,2025-03-31,224.02740478515625,90,0.4883582870290277,2025-07-01,0.11770899599914442,2025-09-30,-0.35496885272029566,2026-04-01
WM,2024-12-31,22063000000.0,,20426000000.0,0.08014295505727986,2025-03-31,2025-03-31,228.0543670654297,90,-0.008277257827648987,2025-07-01,-0.039228153569327406,2025-09-30,0.012916362762416256,2026-04-01
XOM,2024-12-31,339247000000.0,,334697000000.0,0.013594385369453565,2025-03-31,2025-03-31,114.20423889160156,90,-0.07301674169071526,2025-07-01,-0.0343287297235656,2025-09-30,0.3983375484952947,2026-04-01
YUM,2024-12-31,7549000000.0,,7076000000.0,0.06684567552289433,2025-03-31,2025-03-31,154.38934326171875,90,-0.039733012059624095,2025-07-01,-0.024611832703107073,2025-09-30,-0.0044649863709050885,2026-04-01
ZTS,2024-12-31,9256000000.0,,8544000000.0,0.08333333333333326,2025-03-31,2025-03-31,161.58609008789062,90,-0.029898752618816804,2025-07-01,-0.10534664512876935,2025-09-30,-0.2772766307204374,2026-04-01
ADSK,2025-01-31,6131000000.0,,5497000000.0,0.11533563762052035,2025-05-01,2025-05-01,273.489990234375,90,0.08603605111518764,2025-08-01,0.09974770468169059,2025-10-30,-0.09488463152162752,2026-05-04
ASAN,2025-01-31,723876000.0,,652504000.0,0.10938170493973987,2025-05-01,2025-05-01,16.049999237060547,90,-0.12710274798444932,2025-08-01,-0.14766349187184236,2025-10-30,-0.5501557549286247,2026-05-04
CHWY,2025-01-31,11861300000.0,,11147700000.0,0.0640132045175239,2025-05-01,2025-05-01,36.369998931884766,90,-0.012647761836181548,2025-08-01,-0.05224079645259361,2025-10-30,-0.32471816917181207,2026-05-04
CRM,2025-01-31,37895000000.0,,34857000000.0,0.08715609490202825,2025-05-01,2025-05-01,267.3349609375,90,-0.06754684229464003,2025-08-01,-0.043906803080171364,2025-10-30,-0.306188778762452,2026-05-04
CRWD,2025-01-31,3953624000.0,,3055555000.0,0.29391354434791706,2025-05-01,2025-05-01,431.8800048828125,90,0.034222465991004425,2025-08-01,0.24729088308209168,2025-10-30,0.08650547589416613,2026-05-04
FIVE,2025-01-31,3876527000.0,,3559369000.0,0.08910511947482824,2025-05-01,2025-05-01,75.36000061035156,90,0.766985172288047,2025-08-01,1.0808120526614498,2025-10-30,2.0666136442649043,2026-05-04
GTLB,2025-01-31,759249000.0,,579906000.0,0.30926219076884864,2025-05-01,2025-05-01,46.959999084472656,90,-0.10945484433256691,2025-08-01,0.011073263796881339,2025-10-30,-0.47636284855212907,2026-05-04
HD,2025-01-31,159514000000.0,,152669000000.0,0.04483555928184502,2025-05-01,2025-05-01,349.46649169921875,90,0.04935003988187203,2025-08-01,0.07193809481144431,2025-10-30,-0.10600867079230536,2026-05-04
LOW,2025-01-31,83674000000.0,,86377000000.0,-0.03129305254871084,2025-05-01,2025-05-01,218.03143310546875,90,0.02376787645354006,2025-08-01,0.08978432781567358,2025-10-30,0.02609058718832813,2026-05-04
LULU,2025-01-31,10588126000.0,,9619278000.0,0.1007194095024595,2025-05-01,2025-05-01,268.6000061035156,90,-0.2802308360464172,2025-08-01,-0.3744601621203695,2025-10-30,-0.519806430392144,2026-05-04
MDB,2025-01-31,2006443000.0,,1683011000.0,0.19217462036790023,2025-05-01,2025-05-01,172.19000244140625,90,0.2832917015370622,2025-08-01,1.0183518416708583,2025-10-30,0.5371972744554459,2026-05-04
MRVL,2025-01-31,5767300000.0,,5507700000.0,0.04713401238266424,2025-05-01,2025-05-01,60.785667419433594,90,0.22249284230452493,2025-08-01,0.45531076466441145,2025-10-30,1.6924110667868746,2026-05-04
NCNO,2025-01-31,540657000.0,,476543000.0,0.13453980018592238,2025-05-01,2025-05-01,22.8700008392334,90,0.1871446708455975,2025-08-01,0.17184076316627195,2025-10-30,-0.21338001263837347,2026-05-04
NVDA,2025-01-31,130497000000.0,,60922000000.0,1.1420340763599355,2025-05-01,2025-05-01,111.58370208740234,90,0.5565994705548167,2025-08-01,0.8180766345134618,2025-10-30,0.7787543522446654,2026-05-04
PATH,2025-01-31,1429664000.0,,1308072000.0,0.09295512785228954,2025-05-01,2025-05-01,11.880000114440918,90,-0.06481485272274412,2025-08-01,0.33585856335708764,2025-10-30,-0.08838385358755341,2026-05-04
ROST,2025-01-31,21129219000.0,,20376941000.0,0.03691810267301654,2025-05-01,2025-05-01,137.55767822265625,90,-0.011002464786388888,2025-08-01,0.14407486206292197,2025-10-30,0.6430926080812158,2026-05-04
S,2025-01-31,821461000.0,,621154000.0,0.3224755857645607,2025-05-01,2025-05-01,18.56999969482422,90,-0.03392564195583658,2025-08-01,-0.08400643465692581,2025-10-30,-0.1599353452968706,2026-05-04
SNOW,2025-01-31,3626396000.0,,2806489000.0,0.2921468781812435,2025-05-01,2025-05-01,165.36000061035156,90,0.23984036959193533,2025-08-01,0.6399370565725877,2025-10-30,-0.12790272023717197,2026-05-04
TGT,2025-01-31,106566000000.0,,107412000000.0,-0.007876214948050464,2025-05-01,2025-05-01,90.90664672851562,90,0.0514802964520622,2025-08-01,-0.010091885099816067,2025-10-30,0.39224381459962965,2026-05-04
TJX,2025-01-31,56360000000.0,,54217000000.0,0.039526347824483166,2025-05-01,2025-05-01,125.6803207397461,90,-0.009564218085273302,2025-08-01,0.12204104479945,2025-10-30,0.2264063791968165,2026-05-04
ULTA,2025-01-31,11295654000.0,,11207303000.0,0.007883341781693698,2025-05-01,2025-05-01,392.92999267578125,90,0.29216405072257223,2025-08-01,0.29707584852817703,2025-10-30,0.3183009942115005,2026-05-04
WDAY,2025-01-31,8446000000.0,,7259000000.0,0.16352114616338342,2025-05-01,2025-05-01,246.61000061035156,90,-0.09890109618135512,2025-08-01,-0.05571552434677429,2025-10-30,-0.481407894760452,2026-05-04
WMT,2025-01-31,680985000000.0,,648125000000.0,0.05070009643201545,2025-05-01,2025-05-01,96.36933135986328,90,0.013531759663142129,2025-08-01,0.05447609161385425,2025-10-30,0.34982524788974967,2026-05-04
BOOT,2025-03-31,1911104000.0,,1667009000.0,0.14642692390982903,2025-06-29,2025-06-30,152.0,90,0.09131582159745055,2025-09-29,0.17355266370271383,2025-12-29,,
AI,2025-04-30,389056000.0,,310582000.0,0.2526675724929326,2025-07-29,2025-07-29,24.479999542236328,90,-0.24999996104271516,2025-10-27,-0.4636437761452078,2026-01-28,,
MDT,2025-04-30,33537000000.0,,32364000000.0,0.03624397478680019,2025-07-29,2025-07-29,90.33677673339844,90,0.02600707969564442,2025-10-27,0.10667826403038627,2026-01-28,,
NKE,2025-05-31,46309000000.0,,51362000000.0,-0.09838012538452556,2025-08-29,2025-08-29,75.9774169921875,90,-0.16032219472146036,2025-11-28,-0.2183203675408535,2026-03-03,,
ORCL,2025-05-31,57399000000.0,,52961000000.0,0.08379751137629587,2025-08-29,2025-08-29,224.35952758789062,90,-0.10537985664216432,2025-11-28,-0.33815434369726216,2026-03-03,,
BILL,2025-06-30,1462570000.0,,1290172000.0,0.1336240439259262,2025-09-28,2025-09-29,54.529998779296875,90,0.0126536302375313,2025-12-29,-0.2976343279948557,2026-03-31,,
EL,2025-06-30,14326000000.0,,15608000000.0,-0.0821373654536135,2025-09-28,2025-09-29,88.51933288574219,90,0.20161611307171978,2025-12-29,-0.1892167021219564,2026-03-31,,
KLAC,2025-06-30,12156162000.0,,9812247000.0,0.2388764775285417,2025-09-28,2025-09-29,1060.9688720703125,90,0.18641972226290715,2025-12-29,0.38779758100396755,2026-03-31,,
LRCX,2025-06-30,18435591000.0,,14905386000.0,0.23684089764599192,2025-09-28,2025-09-29,130.71792602539062,90,0.34380597964450854,2025-12-29,0.63451188493159,2026-03-31,,
MSFT,2025-06-30,281724000000.0,,245122000000.0,0.14932156232406713,2025-09-28,2025-09-29,512.4689331054688,90,-0.05166787335026857,2025-12-29,-0.27767326072905285,2026-03-31,,
PG,2025-06-30,84284000000.0,,84039000000.0,0.0029153131284285205,2025-09-28,2025-09-29,150.2575225830078,90,-0.05177512524528349,2025-12-29,-0.0459014202606467,2026-03-31,,
PH,2025-06-30,19850000000.0,,19930000000.0,-0.004014049172102352,2025-09-28,2025-09-29,748.8524169921875,90,0.1843303857350742,2025-12-29,0.1927865211727775,2026-03-31,,
TEAM,2025-06-30,5215304000.0,,4358603000.0,0.1965540334827467,2025-09-28,2025-09-29,165.30999755859375,90,-0.00798495000256605,2025-12-29,-0.5871393079186942,2026-03-31,,
CSCO,2025-07-31,56654000000.0,,53803000000.0,0.05298961024478199,2025-10-29,2025-10-29,70.56795501708984,90,0.10387067039314513,2026-01-30,0.3015822614085566,2026-05-01,,
INTU,2025-07-31,18831000000.0,,16285000000.0,0.1563401903592263,2025-10-29,2025-10-29,652.8165283203125,90,-0.23809690319871102,2026-01-30,-0.388740953646431,2026-05-01,,
PANW,2025-07-31,9221500000.0,,8027500000.0,0.1487387106820306,2025-10-29,2025-10-29,217.16000366210938,90,-0.18507092357550325,2026-01-30,-0.16614478367385488,2026-05-01,,
ZS,2025-07-31,2673115000.0,,2167771000.0,0.23311687443000206,2025-10-29,2025-10-29,320.9599914550781,90,-0.376838235818468,2026-01-30,-0.5644005443645406,2026-05-01,,
ACN,2025-08-31,69672977000.0,,64896464000.0,0.07360205326441216,2025-11-29,2025-12-01,255.2652587890625,90,-0.18424425897348473,2026-03-04,,,,
AZO,2025-08-31,18938717000.0,,18490268000.0,0.024253245004344892,2025-11-29,2025-12-01,3946.989990234375,90,-0.0582697171270804,2026-03-04,,,,
COST,2025-08-31,275235000000.0,,254453000000.0,0.08167323631476142,2025-11-29,2025-12-01,909.3963012695312,90,0.1054380907771102,2026-03-04,,,,
MU,2025-08-31,37378000000.0,,25111000000.0,0.4885110111106685,2025-11-29,2025-12-01,240.26197814941406,90,0.6673536431186229,2026-03-04,,,,
AAPL,2025-09-30,416161000000.0,,391035000000.0,0.06425511782832749,2025-12-29,2025-12-29,273.2523498535156,90,-0.07207977767981955,2026-03-31,,,,
APD,2025-09-30,12037300000.0,,12100600000.0,-0.005231145563029949,2025-12-29,2025-12-29,244.52085876464844,90,0.18059454777899342,2026-03-31,,,,
EMR,2025-09-30,18016000000.0,,17492000000.0,0.0299565515664304,2025-12-29,2025-12-29,134.16015625,90,-0.02733703959819478,2026-03-31,,,,
QCOM,2025-09-30,44284000000.0,,38962000000.0,0.13659463066577682,2025-12-29,2025-12-29,172.32359313964844,90,-0.25268504194352825,2026-03-31,,,,
SBUX,2025-09-30,37184400000.0,,36176200000.0,0.027869151541621395,2025-12-29,2025-12-29,84.5262680053711,90,0.05373098197161186,2026-03-31,,,,
V,2025-09-30,40000000000.0,,35926000000.0,0.11339976618604908,2025-12-29,2025-12-29,353.1481628417969,90,-0.1459258540407895,2026-03-31,,,,
AMAT,2025-10-31,28368000000.0,,27176000000.0,0.04386223138063006,2026-01-29,2026-01-29,340.9148254394531,90,0.15715117324645922,2026-04-30,,,,
AVGO,2025-10-31,63887000000.0,,51574000000.0,0.23874432853763516,2026-01-29,2026-01-29,330.0376892089844,90,0.26479491986583037,2026-04-30,,,,
DE,2025-10-31,44665000000.0,,50518000000.0,-0.11585969357456749,2026-01-29,2026-01-29,528.524169921875,90,0.11607004690888689,2026-04-30,,,,
SNPS,2025-10-31,7054178000.0,,6127436000.0,0.151244664162955,2026-01-29,2026-01-29,480.0,90,0.005416679382324263,2026-04-30,,,,
ADBE,2025-11-30,23769000000.0,,21505000000.0,0.10527784236224136,2026-02-28,2026-03-02,260.8800048828125,90,,,,,,
ABBV,2025-12-31,61160000000.0,,56334000000.0,0.08566762523520421,2026-03-31,2026-03-31,215.7005157470703,90,,,,,,
ABT,2025-12-31,44328000000.0,,41950000000.0,0.05668653158522052,2026-03-31,2026-03-31,102.02989959716797,90,,,,,,
AEP,2025-12-31,21876000000.0,,19721000000.0,0.1092743775670606,2026-03-31,2026-03-31,130.13490295410156,90,,,,,,
AMD,2025-12-31,34639000000.0,,25785000000.0,0.3433779329067288,2026-03-31,2026-03-31,203.42999267578125,90,,,,,,
AMGN,2025-12-31,36751000000.0,,33424000000.0,0.09953925323121116,2026-03-31,2026-03-31,349.21295166015625,90,,,,,,
AMT,2025-12-31,10644600000.0,,10127200000.0,0.051090133501856316,2026-03-31,2026-03-31,170.87271118164062,90,,,,,,
AMZN,2025-12-31,716924000000.0,,637959000000.0,0.12377754683294695,2026-03-31,2026-03-31,208.27000427246094,90,,,,,,
ANET,2025-12-31,9005700000.0,,7003100000.0,0.28595907526666764,2026-03-31,2026-03-31,122.77999877929688,90,,,,,,
AON,2025-12-31,17181000000.0,,15698000000.0,0.09447063320168181,2026-03-31,2026-03-31,321.93072509765625,90,,,,,,
APH,2025-12-31,23094700000.0,,15222700000.0,0.5171224552806006,2026-03-31,2026-03-31,126.3499984741211,90,,,,,,
AXP,2025-12-31,72230000000.0,,65949000000.0,0.095240261414123,2026-03-31,2026-03-31,301.5267639160156,90,,,,,,
BA,2025-12-31,89463000000.0,,66517000000.0,0.3449644451794278,2026-03-31,2026-03-31,199.02999877929688,90,,,,,,
BAC,2025-12-31,113097000000.0,,105856000000.0,0.06840424727932293,2026-03-31,2026-03-31,48.75,90,,,,,,
BL,2025-12-31,700427000.0,,653336000.0,0.07207776702952229,2026-03-31,2026-03-31,37.0,90,,,,,,
BLK,2025-12-31,24216000000.0,,20407000000.0,0.1866516391434312,2026-03-31,2026-03-31,961.7100219726562,90,,,,,,
BMY,2025-12-31,48195000000.0,,48300000000.0,-0.0021739130434782483,2026-03-31,2026-03-31,60.03102493286133,90,,,,,,
BROS,2025-12-31,1638159000.0,,1281015000.0,0.27879767215840556,2026-03-31,2026-03-31,50.65999984741211,90,,,,,,
BSX,2025-12-31,20074000000.0,,16747000000.0,0.1986624470054339,2026-03-31,2026-03-31,62.75,90,,,,,,
BX,2025-12-31,12410012000.0,,10930540000.0,0.135352141797203,2026-03-31,2026-03-31,113.93429565429688,90,,,,,,
C,2025-12-31,85213000000.0,,80672000000.0,0.05628966679888925,2026-03-31,2026-03-31,112.87606048583984,90,,,,,,
CAT,2025-12-31,67589000000.0,,64809000000.0,0.04289527689055528,2026-03-31,2026-03-31,707.1138305664062,90,,,,,,
CB,2025-12-31,59783000000.0,,56010000000.0,0.06736297089805388,2026-03-31,2026-03-31,325.92999267578125,90,,,,,,
CDNS,2025-12-31,5296759000.0,,4641264000.0,0.14123200059294194,2026-03-31,2026-03-31,277.8699951171875,90,,,,,,
CELH,2025-12-31,2515269000.0,,1355630000.0,0.8554244152165413,2026-03-31,2026-03-31,35.47999954223633,90,,,,,,
CI,2025-12-31,274876000000.0,,244384000000.0,0.12477085242896435,2026-03-31,2026-03-31,266.75,90,,,,,,
CL,2025-12-31,20382000000.0,,20101000000.0,0.013979404009750729,2026-03-31,2026-03-31,84.7035903930664,90,,,,,,
CME,2025-12-31,6520600000.0,,6130100000.0,0.06370206032528025,2026-03-31,2026-03-31,295.3500061035156,90,,,,,,
CMG,2025-12-31,11925601000.0,,11313853000.0,0.05407070429499128,2026-03-31,2026-03-31,32.0099983215332,90,,,,,,
COIN,2025-12-31,7181325000.0,,6564028000.0,0.09404240810672948,2026-03-31,2026-03-31,174.61000061035156,90,,,,,,
