symbol,fiscal_period_end,error,total_revenue,gross_profit,operating_income,net_income,ebitda,research_development,selling_general_admin,operating_cash_flow,capital_expenditure,free_cash_flow,total_assets,total_debt,stockholders_equity,cash,current_assets,current_liabilities
BOOT,2025-03-31,,1911104000.0,717038000.0,239352000.0,180942000.0,304096000.0,,477686000.0,147540000.0,-148293000.0,-753000.0,2018021000.0,563043000.0,1131057000.0,69770000.0,863960000.0,353349000.0
BROS,2021-12-31,,,,,,,,,,,,,,,,,
BROS,2022-12-31,,739012000.0,180916000.0,-2612000.0,-4753000.0,46092000.0,,183528000.0,59883000.0,-187880000.0,-127997000.0,1186360000.0,625417000.0,129118000.0,20178000.0,82322000.0,212679000.0
BROS,2023-12-31,,965776000.0,251296000.0,46222000.0,1718000.0,118375000.0,,203425000.0,139915000.0,-228457000.0,-88542000.0,1764010000.0,676581000.0,364345000.0,133545000.0,205259000.0,138116000.0
BROS,2024-12-31,,1281015000.0,340129000.0,106093000.0,35258000.0,204910000.0,,232757000.0,246432000.0,-221738000.0,24694000.0,2501085000.0,942909000.0,537369000.0,293354000.0,357941000.0,203071000.0
BROS,2025-12-31,,1638159000.0,423946000.0,161180000.0,79842000.0,279061000.0,,259387000.0,295545000.0,-241134000.0,54411000.0,3009314000.0,1089022000.0,680818000.0,269404000.0,357378000.0,240499000.0
BSX,2021-12-31,,,,,,,,,,,,,,,,,
BSX,2022-12-31,,12682000000.0,8727000000.0,2034000000.0,698000000.0,2747000000.0,1323000000.0,4520000000.0,1526000000.0,-612000000.0,914000000.0,32469000000.0,9282000000.0,17574000000.0,928000000.0,5760000000.0,3803000000.0
BSX,2023-12-31,,14240000000.0,9895000000.0,2417000000.0,1593000000.0,3446000000.0,1414000000.0,5190000000.0,2503000000.0,-800000000.0,1703000000.0,35136000000.0,9492000000.0,19281000000.0,865000000.0,6514000000.0,4933000000.0
BSX,2024-12-31,,16747000000.0,11490000000.0,3002000000.0,1854000000.0,3856000000.0,1615000000.0,5984000000.0,3435000000.0,-1070000000.0,2365000000.0,39395000000.0,10746000000.0,21770000000.0,414000000.0,6920000000.0,6399000000.0
BSX,2025-12-31,,20074000000.0,13853000000.0,3971000000.0,2898000000.0,5102000000.0,2052000000.0,6887000000.0,4534000000.0,-1130000000.0,3404000000.0,43673000000.0,11436000000.0,24232000000.0,1965000000.0,8794000000.0,5439000000.0
BX,2022-12-31,,7132632000.0,,,1747631000.0,,,1123346000.0,6336253000.0,-235497000.0,6100756000.0,42524227000.0,13371038000.0,7655911000.0,4252003000.0,,
BX,2023-12-31,,7006649000.0,,,1390880000.0,,,1236292000.0,4056906000.0,-224231000.0,3832675000.0,40287530000.0,12293882000.0,6816798000.0,2955866000.0,,
BX,2024-12-31,,10930540000.0,,,2776508000.0,,,1381585000.0,3481662000.0,-61409000.0,3420253000.0,43469875000.0,12286698000.0,8212321000.0,1972140000.0,,
BX,2025-12-31,,12410012000.0,,,3019214000.0,,,1573764000.0,4663161000.0,-115703000.0,4547458000.0,47708975000.0,13306165000.0,8665526000.0,2631241000.0,,
C,2022-12-31,,74480000000.0,,,14845000000.0,,,28305000000.0,25069000000.0,-5632000000.0,19437000000.0,2416676000000.0,318702000000.0,201189000000.0,342025000000.0,,
C,2023-12-31,,78090000000.0,,,9228000000.0,,,30712000000.0,-73416000000.0,-6583000000.0,-79999000000.0,2411834000000.0,324076000000.0,205453000000.0,260932000000.0,,
C,2024-12-31,,80672000000.0,,,12682000000.0,,,29745000000.0,-19669000000.0,-6500000000.0,-26169000000.0,2352945000000.0,335805000000.0,208598000000.0,276532000000.0,,
C,2025-12-31,,85213000000.0,,,14306000000.0,,,30823000000.0,-67632000000.0,-6520000000.0,-74152000000.0,2657202000000.0,367705000000.0,212291000000.0,349579000000.0,,
CAT,2021-12-31,,,,,,,,,,,,,,,,,
CAT,2022-12-31,,59427000000.0,17512000000.0,8829000000.0,6705000000.0,11414000000.0,1814000000.0,5651000000.0,7766000000.0,-2599000000.0,5167000000.0,81943000000.0,36993000000.0,15869000000.0,7004000000.0,43785000000.0,31531000000.0
CAT,2023-12-31,,67060000000.0,23263000000.0,12966000000.0,10335000000.0,15705000000.0,2108000000.0,6371000000.0,12885000000.0,-3092000000.0,9793000000.0,87476000000.0,37878000000.0,19494000000.0,6978000000.0,46949000000.0,34728000000.0
CAT,2024-12-31,,64809000000.0,23324000000.0,13072000000.0,10792000000.0,16038000000.0,2107000000.0,6667000000.0,12035000000.0,-3215000000.0,8820000000.0,87764000000.0,38409000000.0,19491000000.0,6889000000.0,45682000000.0,32272000000.0
CAT,2025-12-31,,67589000000.0,21478000000.0,11151000000.0,8884000000.0,14305000000.0,2148000000.0,6985000000.0,11739000000.0,-4286000000.0,7453000000.0,98585000000.0,43330000000.0,21318000000.0,9980000000.0,52485000000.0,36558000000.0
CB,2021-12-31,,,,,,,,,,,,,,,,,
CB,2022-12-31,,43055000000.0,,,5246000000.0,,,3395000000.0,11258000000.0,,11258000000.0,199017000000.0,14877000000.0,50519000000.0,2012000000.0,,
CB,2023-12-31,,49826000000.0,,,9028000000.0,,,4007000000.0,12632000000.0,,12632000000.0,230682000000.0,14495000000.0,59507000000.0,2449000000.0,,
CB,2024-12-31,,56010000000.0,,,9272000000.0,,,4380000000.0,16182000000.0,,16182000000.0,246548000000.0,15179000000.0,64021000000.0,2288000000.0,,
CB,2025-12-31,,59783000000.0,,,10310000000.0,,,4504000000.0,12816000000.0,,12816000000.0,272327000000.0,17227000000.0,73757000000.0,2272000000.0,,
CDNS,2022-12-31,,3561718000.0,3190095000.0,1073741000.0,848952000.0,1203727000.0,1251544000.0,846340000.0,1241894000.0,-124215000.0,1117679000.0,5137071000.0,887415000.0,2745113000.0,882325000.0,1706767000.0,1347696000.0
CDNS,2023-12-31,,4089986000.0,3654945000.0,1262238000.0,1041144000.0,1463854000.0,1441796000.0,932749000.0,1349176000.0,-102503000.0,1246673000.0,5669491000.0,764414000.0,3404271000.0,1008152000.0,1976217000.0,1590867000.0
CDNS,2024-12-31,,4641264000.0,3993762000.0,1382850000.0,1055484000.0,1666833000.0,1549093000.0,1031444000.0,1260551000.0,-142542000.0,1118009000.0,8974482000.0,2585076000.0,4673578000.0,2644030000.0,4016079000.0,1370105000.0
CDNS,2025-12-31,,5296759000.0,4574510000.0,1649781000.0,1108888000.0,1872428000.0,1768772000.0,1116020000.0,1728781000.0,-141871000.0,1586910000.0,10153148000.0,2616439000.0,5474181000.0,3001317000.0,4669673000.0,1635291000.0
CELH,2021-12-31,,,,,,,,,,,,,,,,,
CELH,2022-12-31,,653604000.0,270869000.0,-157801000.0,-187282000.0,-155884000.0,,428670000.0,108182000.0,-8264000.0,99918000.0,1222069000.0,1219000.0,864579000.0,614159000.0,917971000.0,161295000.0
CELH,2023-12-31,,1318014000.0,633139000.0,266366000.0,226801000.0,294975000.0,,366773000.0,141218000.0,-17433000.0,123785000.0,1536396000.0,2187000.0,1088528000.0,755981000.0,1204904000.0,276613000.0
CELH,2024-12-31,,1355630000.0,680207000.0,155728000.0,145074000.0,202324000.0,,524479000.0,262898000.0,-23390000.0,239508000.0,1766881000.0,20250000.0,1224417000.0,890190000.0,1324580000.0,365535000.0
CELH,2025-12-31,,2515269000.0,1267333000.0,468523000.0,107999000.0,203461000.0,,798810000.0,359442000.0,-36067000.0,323375000.0,5119621000.0,669926000.0,2941442000.0,398866000.0,1811154000.0,1078726000.0
CHWY,2022-01-31,,,,,,,,,,,,,,,,,
CHWY,2023-01-31,,10119000000.0,2834495000.0,56421000.0,49899000.0,138560000.0,,2778074000.0,349777000.0,-230310000.0,119467000.0,2519818000.0,471821000.0,160268000.0,331641000.0,1524780000.0,1827718000.0
CHWY,2024-01-31,,11147700000.0,3161500000.0,-23600000.0,39600000.0,161600000.0,,3185100000.0,486200000.0,-143300000.0,342900000.0,3186851000.0,527795000.0,510244000.0,602232000.0,2104348000.0,2110877000.0
CHWY,2025-01-31,,11861300000.0,3467700000.0,112600000.0,392700000.0,271800000.0,,3355100000.0,596300000.0,-143800000.0,452500000.0,3014500000.0,502400000.0,261500000.0,595800000.0,1662400000.0,2206700000.0
CHWY,2026-01-31,,12601500000.0,3753900000.0,254300000.0,222800000.0,397200000.0,,3499600000.0,691600000.0,-129200000.0,562400000.0,3366400000.0,518700000.0,497900000.0,860100000.0,2035800000.0,2301600000.0
CI,2021-12-31,,,,,,10921000000.0,,,,,,,,,,,
CI,2022-12-31,,180031000000.0,,,6704000000.0,12562000000.0,,13174000000.0,8656000000.0,-1295000000.0,7361000000.0,143885000000.0,31093000000.0,44675000000.0,5924000000.0,30122000000.0,41225000000.0
CI,2023-12-31,,195187000000.0,,,5164000000.0,9994000000.0,,14822000000.0,11813000000.0,-1573000000.0,10240000000.0,152761000000.0,30930000000.0,46223000000.0,7822000000.0,37351000000.0,48716000000.0
CI,2024-12-31,,244384000000.0,,,3434000000.0,9479000000.0,,14844000000.0,10363000000.0,-1406000000.0,8957000000.0,155881000000.0,31972000000.0,41033000000.0,7550000000.0,48870000000.0,57979000000.0
CI,2025-12-31,,274876000000.0,,,5957000000.0,,,14617000000.0,9601000000.0,-1212000000.0,8389000000.0,157919000000.0,31463000000.0,41713000000.0,7676000000.0,47814000000.0,56342000000.0
CL,2021-12-31,,,,,,,,,,,,,,,,,
CL,2022-12-31,,17967000000.0,10248000000.0,3617000000.0,1785000000.0,3372000000.0,,6565000000.0,2556000000.0,-696000000.0,1860000000.0,15731000000.0,9271000000.0,401000000.0,775000000.0,5113000000.0,4004000000.0
CL,2023-12-31,,19457000000.0,11326000000.0,4085000000.0,2300000000.0,4246000000.0,,7151000000.0,3745000000.0,-705000000.0,3040000000.0,16393000000.0,9064000000.0,609000000.0,966000000.0,5279000000.0,4741000000.0
CL,2024-12-31,,20101000000.0,12161000000.0,4330000000.0,2889000000.0,4853000000.0,,7729000000.0,4107000000.0,-561000000.0,3546000000.0,16046000000.0,8512000000.0,212000000.0,1096000000.0,5317000000.0,5759000000.0
CL,2025-12-31,,20382000000.0,12251000000.0,4233000000.0,2132000000.0,3956000000.0,,7903000000.0,4198000000.0,-564000000.0,3634000000.0,16330000000.0,8554000000.0,54000000.0,1288000000.0,5709000000.0,6853000000.0
CME,2021-12-31,,,,,,,,,,,,,,,,,
CME,2022-12-31,,5019400000.0,4266300000.0,3015900000.0,2691000000.0,4015600000.0,,137400000.0,3056000000.0,-89700000.0,2966300000.0,174175700000.0,3438400000.0,26878700000.0,2720100000.0,139078300000.0,137687500000.0
CME,2023-12-31,,5578900000.0,4750300000.0,3435700000.0,3226200000.0,4665600000.0,,144400000.0,3453800000.0,-76400000.0,3377400000.0,129706100000.0,3425400000.0,26737900000.0,2912000000.0,94890200000.0,93416900000.0
CME,2024-12-31,,6130100000.0,5279800000.0,3931500000.0,3525800000.0,5039100000.0,,132700000.0,3690500000.0,-94000000.0,3596500000.0,137447000000.0,3428000000.0,26486900000.0,2892400000.0,103033500000.0,102313900000.0
CME,2025-12-31,,6520600000.0,5613600000.0,4229500000.0,4072200000.0,5834800000.0,,150500000.0,4277100000.0,-83500000.0,4193600000.0,198424200000.0,3422300000.0,28728200000.0,4416900000.0,165359300000.0,160296700000.0
CMG,2021-12-31,,,,,,,,,,,,,,,,,
CMG,2022-12-31,,8634652000.0,2062119000.0,1211102000.0,899101000.0,1497928000.0,,564191000.0,1323179000.0,-479164000.0,844015000.0,6927504000.0,3731410000.0,2368023000.0,384000000.0,1175837000.0,921880000.0
CMG,2023-12-31,,9871649000.0,2586092000.0,1633114000.0,1228737000.0,1952508000.0,,633584000.0,1783477000.0,-560731000.0,1222746000.0,8044362000.0,4051625000.0,3062207000.0,560609000.0,1620713000.0,1030625000.0
CMG,2024-12-31,,11313853000.0,3017692000.0,1985179000.0,1534110000.0,2320209000.0,,697483000.0,2105076000.0,-593603000.0,1511473000.0,9204374000.0,4540618000.0,3655546000.0,748537000.0,1780587000.0,1168768000.0
CMG,2025-12-31,,11925601000.0,3026207000.0,2012808000.0,1535761000.0,2374190000.0,,652017000.0,2113926000.0,-666336000.0,1447590000.0,8994531000.0,5075814000.0,2830607000.0,350545000.0,1466953000.0,1188142000.0
COIN,2021-12-31,,,,,,,,,,-82873000.0,,,,,,,
COIN,2022-12-31,,3194208000.0,2564328000.0,-1947294000.0,-2624949000.0,-2821612000.0,2326354000.0,2110675000.0,-1585419000.0,-63971000.0,-1585419000.0,89724873000.0,3489745000.0,5454557000.0,4425021000.0,86448215000.0,80815293000.0
COIN,2023-12-31,,3108383000.0,1972833000.0,-53743000.0,94871000.0,145563000.0,1324541000.0,691775000.0,673376000.0,-63202000.0,673376000.0,14753901000.0,2983778000.0,6281649000.0,5139351000.0,11356794000.0,5485079000.0
COIN,2024-12-31,,6564028000.0,4908731000.0,2235435000.0,2579066000.0,3150807000.0,1468252000.0,1197111000.0,3103935000.0,,3103935000.0,22541951000.0,4694138000.0,10276842000.0,9308266000.0,18112653000.0,7941320000.0
COIN,2025-12-31,,7181325000.0,5360105000.0,1456145000.0,1260327000.0,1795906000.0,1670605000.0,1877229000.0,2426383000.0,,2426383000.0,29671832000.0,7831459000.0,14793058000.0,11285452000.0,20388445000.0,8701282000.0
COP,2021-12-31,,,,,,,,,,,,,,,,,
COP,2022-12-31,,78494000000.0,30013000000.0,25462000000.0,18680000000.0,37127000000.0,,623000000.0,28314000000.0,-10159000000.0,18155000000.0,93829000000.0,16643000000.0,48003000000.0,6458000000.0,18749000000.0,12847000000.0
COP,2023-12-31,,56141000000.0,18203000000.0,15026000000.0,10957000000.0,25783000000.0,,705000000.0,19965000000.0,-11248000000.0,8717000000.0,95924000000.0,18937000000.0,49279000000.0,5635000000.0,14330000000.0,10005000000.0
COP,2024-12-31,,54745000000.0,16383000000.0,12783000000.0,9245000000.0,24425000000.0,,1158000000.0,20124000000.0,-12118000000.0,8006000000.0,122780000000.0,24324000000.0,64796000000.0,5607000000.0,15647000000.0,12124000000.0
COP,2025-12-31,,58944000000.0,14788000000.0,11342000000.0,7988000000.0,25570000000.0,,893000000.0,19796000000.0,-12553000000.0,7243000000.0,121939000000.0,23444000000.0,64487000000.0,6497000000.0,15532000000.0,11972000000.0
COST,2021-08-31,,,,,,,,,,,,,,,,,
COST,2022-08-31,,226954000000.0,27572000000.0,7793000000.0,5844000000.0,9898000000.0,,19779000000.0,7392000000.0,-3891000000.0,3501000000.0,64166000000.0,9039000000.0,20642000000.0,10203000000.0,32696000000.0,31998000000.0
COST,2023-08-31,,242290000000.0,29704000000.0,8114000000.0,6292000000.0,10724000000.0,,21590000000.0,11068000000.0,-4323000000.0,6745000000.0,68994000000.0,8884000000.0,25058000000.0,13700000000.0,35879000000.0,33583000000.0
COST,2024-08-31,,254453000000.0,32095000000.0,9285000000.0,7367000000.0,12146000000.0,,22810000000.0,11339000000.0,-4710000000.0,6629000000.0,69831000000.0,8169000000.0,23622000000.0,9906000000.0,34246000000.0,35464000000.0
COST,2025-08-31,,275235000000.0,35349000000.0,10383000000.0,8099000000.0,13398000000.0,,24966000000.0,13335000000.0,-5498000000.0,7837000000.0,77099000000.0,8173000000.0,29164000000.0,14161000000.0,38380000000.0,37108000000.0
CRM,2022-01-31,,,,,,,,,,,,,,,,,
CRM,2023-01-31,,31352000000.0,22992000000.0,1858000000.0,208000000.0,5644000000.0,5055000000.0,16079000000.0,7111000000.0,-798000000.0,6313000000.0,98849000000.0,14088000000.0,58359000000.0,7016000000.0,26395000000.0,25891000000.0
CRM,2024-01-31,,34857000000.0,26316000000.0,5999000000.0,4136000000.0,9958000000.0,4906000000.0,14520000000.0,10234000000.0,-736000000.0,9498000000.0,99823000000.0,12588000000.0,59646000000.0,8472000000.0,29074000000.0,26631000000.0
CRM,2025-01-31,,37895000000.0,29252000000.0,7666000000.0,6197000000.0,11143000000.0,5493000000.0,15192000000.0,13092000000.0,-658000000.0,12434000000.0,102928000000.0,11392000000.0,61173000000.0,8848000000.0,29727000000.0,27980000000.0
CRM,2026-01-31,,41525000000.0,32255000000.0,8917000000.0,7457000000.0,12548000000.0,5993000000.0,16350000000.0,14996000000.0,-594000000.0,14402000000.0,112305000000.0,17176000000.0,59142000000.0,7327000000.0,28222000000.0,37118000000.0
CROX,2022-12-31,,3554985000.0,1860282000.0,850756000.0,540159000.0,893895000.0,,982706000.0,603142000.0,-104190000.0,498952000.0,4501797000.0,2594964000.0,817931000.0,191629000.0,1025975000.0,641274000.0
CROX,2023-12-31,,3962347000.0,2210010000.0,1046070000.0,792566000.0,1091927000.0,,1151064000.0,930444000.0,-115625000.0,814819000.0,4643834000.0,1996360000.0,1453923000.0,149288000.0,910704000.0,698296000.0
CROX,2024-12-31,,4102108000.0,2410258000.0,1045993000.0,950071000.0,1089689000.0,,1338032000.0,992486000.0,-69347000.0,923139000.0,4812153000.0,1701296000.0,1835732000.0,180485000.0,872269000.0,740208000.0
CROX,2025-12-31,,4040647000.0,2357055000.0,887630000.0,-81198000.0,240547000.0,,1435580000.0,710431000.0,-51231000.0,659200000.0,4174750000.0,1613849000.0,1293283000.0,130354000.0,885883000.0,700129000.0
CRWD,2022-01-31,,,,,,,,,,,,,,,,,
CRWD,2023-01-31,,2241236000.0,1640005000.0,-190112000.0,-183245000.0,-40754000.0,608364000.0,1221753000.0,941007000.0,-266437000.0,674570000.0,5026540000.0,783618000.0,1463641000.0,2455369000.0,3640267000.0,2109072000.0
CRWD,2024-01-31,,3055555000.0,2296626000.0,-19141000.0,72181000.0,276681000.0,780319000.0,1535448000.0,1166207000.0,-237112000.0,929095000.0,6646520000.0,792874000.0,2303950000.0,3375069000.0,4757307000.0,2697279000.0
CRWD,2025-01-31,,3953624000.0,2963452000.0,-116400000.0,-15241000.0,298831000.0,1075587000.0,2004265000.0,1381727000.0,-313821000.0,1067906000.0,8701578000.0,788901000.0,3279494000.0,4323295000.0,6113345000.0,3461050000.0
CRWD,2026-01-31,,4812005000.0,3593076000.0,-293292000.0,-162502000.0,182483000.0,1384770000.0,2501598000.0,1612349000.0,-370859000.0,1241490000.0,11086684000.0,820077000.0,4428390000.0,5230125000.0,7419119000.0,4184192000.0
CSCO,2022-07-31,,51557000000.0,32248000000.0,13975000000.0,11812000000.0,16794000000.0,6774000000.0,11186000000.0,13226000000.0,-477000000.0,12749000000.0,94002000000.0,9515000000.0,39773000000.0,7079000000.0,36717000000.0,25640000000.0
CSCO,2023-07-31,,56998000000.0,35753000000.0,15562000000.0,12613000000.0,17471000000.0,7551000000.0,12358000000.0,19886000000.0,-849000000.0,19037000000.0,101852000000.0,8391000000.0,44353000000.0,10123000000.0,43348000000.0,31309000000.0
CSCO,2024-07-31,,53803000000.0,34828000000.0,12970000000.0,10320000000.0,15747000000.0,7983000000.0,13177000000.0,10880000000.0,-670000000.0,10210000000.0,124413000000.0,30973000000.0,45457000000.0,7508000000.0,36862000000.0,40584000000.0
CSCO,2025-07-31,,56654000000.0,36790000000.0,12504000000.0,10180000000.0,15504000000.0,9300000000.0,13958000000.0,14193000000.0,-905000000.0,13288000000.0,122291000000.0,28093000000.0,46843000000.0,8346000000.0,34986000000.0,35064000000.0
CSX,2021-12-31,,,,,,,,,,,,,,,,,
CSX,2022-12-31,,14853000000.0,5716000000.0,5795000000.0,4114000000.0,7589000000.0,,-79000000.0,5526000000.0,-2113000000.0,3413000000.0,41912000000.0,18535000000.0,12615000000.0,1958000000.0,3849000000.0,2471000000.0
CSX,2023-12-31,,14657000000.0,5499000000.0,5528000000.0,3668000000.0,7245000000.0,,-29000000.0,5514000000.0,-2257000000.0,3257000000.0,42212000000.0,19024000000.0,11980000000.0,1353000000.0,3359000000.0,3223000000.0
CSX,2024-12-31,,14540000000.0,5353000000.0,5403000000.0,3470000000.0,7045000000.0,,-50000000.0,5247000000.0,-2529000000.0,2718000000.0,42764000000.0,18989000000.0,12502000000.0,933000000.0,2820000000.0,3276000000.0
CSX,2025-12-31,,14092000000.0,4685000000.0,4718000000.0,2889000000.0,6293000000.0,,-33000000.0,4613000000.0,-2902000000.0,1711000000.0,43682000000.0,19352000000.0,13155000000.0,670000000.0,2550000000.0,3133000000.0
CVX,2022-12-31,,235717000000.0,73982000000.0,39950000000.0,35465000000.0,65485000000.0,,4312000000.0,49602000000.0,-11974000000.0,37628000000.0,257709000000.0,23339000000.0,159282000000.0,17678000000.0,50343000000.0,34208000000.0
CVX,2023-12-31,,196913000000.0,60391000000.0,26229000000.0,21369000000.0,47815000000.0,,4141000000.0,35609000000.0,-15829000000.0,19780000000.0,261632000000.0,20836000000.0,160957000000.0,8178000000.0,41128000000.0,32258000000.0
CVX,2024-12-31,,193414000000.0,56926000000.0,18917000000.0,17661000000.0,45811000000.0,,4834000000.0,31492000000.0,-16448000000.0,15044000000.0,256938000000.0,24541000000.0,152318000000.0,6781000000.0,40911000000.0,38558000000.0
CVX,2025-12-31,,184432000000.0,56086000000.0,16674000000.0,12299000000.0,41417000000.0,,5126000000.0,33939000000.0,-17347000000.0,16592000000.0,324012000000.0,40758000000.0,186450000000.0,6293000000.0,38552000000.0,33387000000.0
DDOG,2022-12-31,,1675100000.0,1328357000.0,-58695000.0,-50160000.0,13094000.0,752351000.0,634701000.0,418407000.0,-64889000.0,353518000.0,3004852000.0,837521000.0,1410505000.0,338985000.0,2344234000.0,759748000.0
DDOG,2023-12-31,,2128359000.0,1718451000.0,-33464000.0,48568000.0,111002000.0,962447000.0,789468000.0,659954000.0,-62406000.0,597548000.0,3936072000.0,902337000.0,2025354000.0,330339000.0,3178137000.0,1003052000.0
DDOG,2024-12-31,,2684275000.0,2168744000.0,54284000.0,183746000.0,265941000.0,1152703000.0,961757000.0,870603000.0,-95500000.0,775103000.0,5785339000.0,1842180000.0,2714363000.0,1246983000.0,4911115000.0,1862713000.0
DDOG,2025-12-31,,3427158000.0,2740201000.0,-44373000.0,107741000.0,193836000.0,1548451000.0,1236123000.0,1050135000.0,-135418000.0,914717000.0,6643844000.0,1279005000.0,3732206000.0,401305000.0,5382280000.0,1591401000.0
DE,2021-10-31,,,,,,,,,,,,,,,,,
DE,2022-10-31,,51282000000.0,15730000000.0,9026000000.0,7131000000.0,12084000000.0,1912000000.0,3645000000.0,4699000000.0,-3788000000.0,911000000.0,90030000000.0,52201000000.0,20262000000.0,4774000000.0,64088000000.0,30477000000.0
DE,2023-10-31,,60248000000.0,22306000000.0,14591000000.0,10166000000.0,17476000000.0,2177000000.0,4309000000.0,8589000000.0,-4468000000.0,4121000000.0,104087000000.0,63692000000.0,21785000000.0,7458000000.0,76369000000.0,37782000000.0
DE,2024-10-31,,50518000000.0,19495000000.0,11427000000.0,7100000000.0,14672000000.0,2290000000.0,4507000000.0,9231000000.0,-4802000000.0,4429000000.0,107320000000.0,65463000000.0,22836000000.0,7324000000.0,77667000000.0,35960000000.0
DE,2025-10-31,,44665000000.0,16295000000.0,8416000000.0,5027000000.0,11656000000.0,2311000000.0,4241000000.0,7459000000.0,-4228000000.0,3231000000.0,105996000000.0,64250000000.0,25950000000.0,8276000000.0,74902000000.0,32455000000.0
DHR,2021-12-31,,,,,,,,,,,,,,,,,
DHR,2022-12-31,,26643000000.0,16188000000.0,7536000000.0,7209000000.0,9482000000.0,1528000000.0,7124000000.0,8519000000.0,-1118000000.0,7401000000.0,84350000000.0,20616000000.0,50082000000.0,5995000000.0,15883000000.0,8389000000.0
DHR,2023-12-31,,23890000000.0,14034000000.0,5202000000.0,4764000000.0,7496000000.0,1503000000.0,7329000000.0,7164000000.0,-1383000000.0,5781000000.0,84488000000.0,19536000000.0,53486000000.0,5864000000.0,13937000000.0,8274000000.0
DHR,2024-12-31,,23875000000.0,14206000000.0,4863000000.0,3899000000.0,7276000000.0,1584000000.0,7759000000.0,6688000000.0,-1392000000.0,5296000000.0,77542000000.0,17146000000.0,49543000000.0,2078000000.0,9497000000.0,6798000000.0
DHR,2025-12-31,,24568000000.0,14523000000.0,4690000000.0,3614000000.0,6945000000.0,1598000000.0,8235000000.0,6416000000.0,-1156000000.0,5260000000.0,83464000000.0,19696000000.0,52534000000.0,4615000000.0,12756000000.0,6807000000.0
DPZ,2021-12-31,,,,,,,,,,,,,,,,,
DPZ,2022-12-31,,4537158000.0,1648606000.0,746752000.0,452263000.0,851338000.0,,901854000.0,475317000.0,-87234000.0,388083000.0,1602221000.0,5252354000.0,-4189065000.0,60356000.0,790654000.0,536621000.0
DPZ,2023-12-31,,4479358000.0,1727417000.0,819668000.0,519118000.0,929555000.0,,907749000.0,590864000.0,-105396000.0,485468000.0,1674899000.0,5209306000.0,-4070367000.0,114098000.0,817291000.0,547350000.0
DPZ,2024-12-31,,4706416000.0,1848502000.0,879157000.0,584170000.0,1005817000.0,,969345000.0,624897000.0,-112885000.0,512012000.0,1737013000.0,5197241000.0,-3962291000.0,186126000.0,905278000.0,1612462000.0
DPZ,2025-12-31,,4939994000.0,1973560000.0,949946000.0,601704000.0,1055137000.0,,1023614000.0,792062000.0,-120558000.0,671504000.0,1716459000.0,5048284000.0,-3901142000.0,125675000.0,894201000.0,541621000.0
DUK,2022-12-31,,28768000000.0,12976000000.0,6424000000.0,2550000000.0,12360000000.0,,,5927000000.0,-11367000000.0,-5440000000.0,178086000000.0,74579000000.0,49322000000.0,409000000.0,13222000000.0,18873000000.0
DUK,2023-12-31,,29060000000.0,13756000000.0,7103000000.0,2841000000.0,13865000000.0,,,9878000000.0,-12604000000.0,-2726000000.0,176893000000.0,80457000000.0,49111000000.0,253000000.0,12769000000.0,17283000000.0
DUK,2024-12-31,,30357000000.0,15197000000.0,7938000000.0,4524000000.0,14997000000.0,,,12328000000.0,-12280000000.0,48000000.0,186343000000.0,85230000000.0,50127000000.0,314000000.0,12950000000.0,19357000000.0
DUK,2025-12-31,,32237000000.0,16498000000.0,8577000000.0,4968000000.0,17050000000.0,,,12330000000.0,-14024000000.0,-1694000000.0,195736000000.0,90869000000.0,51842000000.0,245000000.0,11613000000.0,21047000000.0
DUOL,2022-12-31,,369495000.0,270064000.0,-65195000.0,-59574000.0,-60325000.0,150444000.0,184815000.0,53656000.0,-10124000.0,43532000.0,747347000.0,28406000.0,542078000.0,608180000.0,697183000.0,181766000.0
DUOL,2023-12-31,,531109000.0,389004000.0,-13259000.0,16067000.0,-6164000.0,194352000.0,207911000.0,153614000.0,-13684000.0,139930000.0,953957000.0,21094000.0,655501000.0,747610000.0,897798000.0,277362000.0
DUOL,2024-12-31,,748024000.0,544379000.0,62595000.0,88574000.0,73449000.0,235298000.0,246486000.0,285513000.0,-21140000.0,264373000.0,1301728000.0,54656000.0,824550000.0,785791000.0,1101588000.0,422231000.0
DUOL,2025-12-31,,1037589000.0,749457000.0,135570000.0,414065000.0,149961000.0,306323000.0,307564000.0,387823000.0,-27399000.0,360424000.0,1992182000.0,93779000.0,1347006000.0,1036389000.0,1436606000.0,551148000.0
DXCM,2021-12-31,,,,,,,,,,,,,,,,,
DXCM,2022-12-31,,2909800000.0,1883100000.0,391200000.0,341200000.0,565300000.0,484200000.0,1007700000.0,669500000.0,-364800000.0,304700000.0,5391700000.0,2145000000.0,2131800000.0,642300000.0,3668800000.0,1839300000.0
DXCM,2023-12-31,,3622300000.0,2288900000.0,597700000.0,541500000.0,916700000.0,505800000.0,1185400000.0,748500000.0,-236600000.0,511900000.0,6264500000.0,2594000000.0,2068600000.0,566300000.0,4425900000.0,1556000000.0
DXCM,2024-12-31,,4033000000.0,2438200000.0,600000000.0,576200000.0,945700000.0,552400000.0,1285800000.0,989500000.0,-358800000.0,630700000.0,6484500000.0,2587400000.0,2102600000.0,606100000.0,4301400000.0,2932000000.0
